dcm_path	x_spacing	y_spacing	z_spacing	x_offset	y_offset	z_offset	x_dimsize	y_dimsize	z_dimsize
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0277/1.3.6.1.4.1.14519.5.2.1.6279.6001.329360542712571362247573112426/1.3.6.1.4.1.14519.5.2.1.6279.6001.141149610914910880857802344415	0.722656	0.722656	2.5	-197.6999969482422	-179.0	-340.0	512	512	117
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0856/1.3.6.1.4.1.14519.5.2.1.6279.6001.297927758886508342527732573281/1.3.6.1.4.1.14519.5.2.1.6279.6001.139889514693390832525232698200	0.761719	0.761719	0.625	-209.60000610351562	-199.10000610351562	-254.9250030517578	512	512	484
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0492/1.3.6.1.4.1.14519.5.2.1.6279.6001.146673599499822520893810766696/1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179	0.642578125	0.642578125	1.0	-178.5	-26.5	-435.9999694824219	512	512	310
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0461/1.3.6.1.4.1.14519.5.2.1.6279.6001.719888539703313386206966716806/1.3.6.1.4.1.14519.5.2.1.6279.6001.183184435049555024219115904825	0.566406	0.566406	1.25	-164.1999969482422	-114.4000015258789	-342.75	512	512	240
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0380/1.3.6.1.4.1.14519.5.2.1.6279.6001.301465695265899538081208550111/1.3.6.1.4.1.14519.5.2.1.6279.6001.262736997975960398949912434623	0.625	0.625	1.79998779296875	-159.6875	-304.6875	-355.79998779296875	512	512	182
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0142/1.3.6.1.4.1.14519.5.2.1.6279.6001.934701751347399243333120058853/1.3.6.1.4.1.14519.5.2.1.6279.6001.233433352108264931671753343044	0.775390625	0.775390625	1.0	-179.1123046875	-370.1123046875	-401.0	512	512	333
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0274/1.3.6.1.4.1.14519.5.2.1.6279.6001.562420213730031312300572553711/1.3.6.1.4.1.14519.5.2.1.6279.6001.621916089407825046337959219998	0.859375	0.859375	2.5	-223.0	-220.0	-357.5	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0695/1.3.6.1.4.1.14519.5.2.1.6279.6001.704695217041193188031506800434/1.3.6.1.4.1.14519.5.2.1.6279.6001.145759169833745025756371695397	0.625	0.625	2.0	-169.39999389648438	-141.3000030517578	-273.80499267578125	512	512	144
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0704/1.3.6.1.4.1.14519.5.2.1.6279.6001.826821417415213438164503950143/1.3.6.1.4.1.14519.5.2.1.6279.6001.603166427542096384265514998412	0.703125	0.703125	0.625	-181.0	-180.0	-300.0	512	512	487
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0008/1.3.6.1.4.1.14519.5.2.1.6279.6001.185810436275168701789786930141/1.3.6.1.4.1.14519.5.2.1.6279.6001.774060103415303828812229821954	0.78125	0.78125	2.5	-199.5	-200.0	-345.7200012207031	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0567/1.3.6.1.4.1.14519.5.2.1.6279.6001.547848375366758290042983535032/1.3.6.1.4.1.14519.5.2.1.6279.6001.179683407589764683292800449011	0.658203125	0.658203125	1.0	-167.9882354736328	-25.382326126098633	-693.5	512	512	275
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0746/1.3.6.1.4.1.14519.5.2.1.6279.6001.264320238393338793327058584209/1.3.6.1.4.1.14519.5.2.1.6279.6001.171682845383273105440297561095	0.585938	0.585938	2.0	-164.10000610351562	-150.0	-295.7200012207031	512	512	151
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0172/1.3.6.1.4.1.14519.5.2.1.6279.6001.481620140149228611720235499832/1.3.6.1.4.1.14519.5.2.1.6279.6001.752756872840730509471096155114	0.703125	0.703125	2.5	-183.60000610351562	-162.89999389648438	-335.25	512	512	127
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0882/1.3.6.1.4.1.14519.5.2.1.6279.6001.286786177811953810051065476115/1.3.6.1.4.1.14519.5.2.1.6279.6001.329624439086643515259182406526	0.751953	0.751953	1.25	-183.60000610351562	-192.5	-357.7200012207031	512	512	267
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0188/1.3.6.1.4.1.14519.5.2.1.6279.6001.279896786227805041031596230124/1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739	0.703125	0.703125	2.5	-172.5	-192.6999969482422	-321.9150085449219	512	512	113
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0655/1.3.6.1.4.1.14519.5.2.1.6279.6001.233972273372473359632172336060/1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512	0.6484375	0.6484375	0.70001220703125	-169.67578125	-348.67578125	642.0	512	512	558
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0681/1.3.6.1.4.1.14519.5.2.1.6279.6001.262752628257670445166772606344/1.3.6.1.4.1.14519.5.2.1.6279.6001.277662902666135640561346462196	0.761719	0.761719	0.625	-195.5	-190.3000030517578	-336.5050048828125	512	512	497
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0335/1.3.6.1.4.1.14519.5.2.1.6279.6001.559695947493996195628793160329/1.3.6.1.4.1.14519.5.2.1.6279.6001.315187221221054114974341475212	0.71484375	0.71484375	1.0	-171.0	-39.0	-803.9000244140625	512	512	300
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0673/1.3.6.1.4.1.14519.5.2.1.6279.6001.328557408996437290097300166360/1.3.6.1.4.1.14519.5.2.1.6279.6001.119209873306155771318545953948	0.644531	0.644531	0.625	-158.8000030517578	-181.60000610351562	-330.5	512	512	519
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0248/1.3.6.1.4.1.14519.5.2.1.6279.6001.202972199430488069905719748096/1.3.6.1.4.1.14519.5.2.1.6279.6001.174168737938619557573021395302	0.976562	0.976562	2.5	-250.0	-250.0	-310.0	512	512	117
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0896/1.3.6.1.4.1.14519.5.2.1.6279.6001.322613172334101771105940174946/1.3.6.1.4.1.14519.5.2.1.6279.6001.592821488053137951302246128864	0.56640625	0.56640625	1.79998779296875	-144.716796875	-296.716796875	-326.5	512	512	166
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0884/1.3.6.1.4.1.14519.5.2.1.6279.6001.219603183011909533511019563626/1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335	0.664062	0.664062	1.25	-189.6999969482422	-150.3000030517578	-321.25	512	512	245
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0221/1.3.6.1.4.1.14519.5.2.1.6279.6001.196064403160663787222867039271/1.3.6.1.4.1.14519.5.2.1.6279.6001.272344603176687884771013620823	0.78125	0.78125	2.5	-200.0	-200.0	-371.0	512	512	138
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0165/1.3.6.1.4.1.14519.5.2.1.6279.6001.253123637959400428278268237946/1.3.6.1.4.1.14519.5.2.1.6279.6001.320967206808467952819309001585	0.703125	0.703125	2.5	-180.0	-180.0	-355.25	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0674/1.3.6.1.4.1.14519.5.2.1.6279.6001.135295547724563274783029730811/1.3.6.1.4.1.14519.5.2.1.6279.6001.308655308958459380153492314021	0.5859375	0.5859375	1.0	-153.70703125	-296.70703125	-386.6000061035156	512	512	375
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0307/1.3.6.1.4.1.14519.5.2.1.6279.6001.119304150360419538908259539201/1.3.6.1.4.1.14519.5.2.1.6279.6001.283878926524838648426928238498	0.625	0.625	1.25	-157.89999389648438	-141.39999389648438	-328.75	512	512	264
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0038/1.3.6.1.4.1.14519.5.2.1.6279.6001.127335250316932247803669656678/1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428	0.664062	0.664062	2.5	-173.10000610351562	-170.0	-316.0	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0857/1.3.6.1.4.1.14519.5.2.1.6279.6001.215559453287121684893831546044/1.3.6.1.4.1.14519.5.2.1.6279.6001.401389720232123950202941034290	0.625	0.625	0.625	-156.89999389648438	-153.1999969482422	-276.3999938964844	512	512	381
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0559/1.3.6.1.4.1.14519.5.2.1.6279.6001.254597093814481056655048098352/1.3.6.1.4.1.14519.5.2.1.6279.6001.226889213794065160713547677129	0.742188	0.742188	2.5	-205.5	-190.0	-400.5	512	512	139
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0473/1.3.6.1.4.1.14519.5.2.1.6279.6001.210105060472758363785916556991/1.3.6.1.4.1.14519.5.2.1.6279.6001.994459772950022352718462251777	0.820312	0.820312	1.25	-195.0	-210.0	-378.1400146484375	512	512	291
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0743/1.3.6.1.4.1.14519.5.2.1.6279.6001.322060710223427694979493449810/1.3.6.1.4.1.14519.5.2.1.6279.6001.119515474430718803379832249911	0.625	0.625	1.79998779296875	-181.6875	-293.6875	-405.3999938964844	512	512	209
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0665/1.3.6.1.4.1.14519.5.2.1.6279.6001.165036883604518505629147542132/1.3.6.1.4.1.14519.5.2.1.6279.6001.215086589927307766627151367533	0.703125	0.703125	0.625	-176.39999389648438	-200.1999969482422	-376.06500244140625	512	512	602
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0850/1.3.6.1.4.1.14519.5.2.1.6279.6001.663171561625683396375993994291/1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053	0.626953	0.626953	1.25	196.0	160.5	-373.75	512	512	240
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0054/1.3.6.1.4.1.14519.5.2.1.6279.6001.244560540649171231768816505483/1.3.6.1.4.1.14519.5.2.1.6279.6001.174449669706458092793093760291	0.78125	0.78125	2.5	-210.0	-200.0	-353.25	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0200/1.3.6.1.4.1.14519.5.2.1.6279.6001.185852472264155752604841654643/1.3.6.1.4.1.14519.5.2.1.6279.6001.195913706607582347421429908613	0.820312	0.820312	2.5	-210.0	-210.0	-316.25	512	512	117
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0528/1.3.6.1.4.1.14519.5.2.1.6279.6001.260588761508265678453204226958/1.3.6.1.4.1.14519.5.2.1.6279.6001.235217371152464582553341729176	0.691406	0.691406	2.5	-186.89999389648438	-177.0	-337.239990234375	512	512	126
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0763/1.3.6.1.4.1.14519.5.2.1.6279.6001.262233919583075373552810415567/1.3.6.1.4.1.14519.5.2.1.6279.6001.215785045378334625097907422785	0.611328125	0.611328125	1.0	-149.0069580078125	-7.837975025177002	-768.800048828125	512	512	290
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0170/1.3.6.1.4.1.14519.5.2.1.6279.6001.201356741575321997579793754679/1.3.6.1.4.1.14519.5.2.1.6279.6001.948414623428298219623354433437	0.898438	0.898438	1.25	-222.1999969482422	-230.0	-267.5	512	512	206
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0823/1.3.6.1.4.1.14519.5.2.1.6279.6001.316049072680605749900519988649/1.3.6.1.4.1.14519.5.2.1.6279.6001.240630002689062442926543993263	0.546875	0.546875	2.5	-127.5	-120.0	-350.0	512	512	131
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0806/1.3.6.1.4.1.14519.5.2.1.6279.6001.213690221459882536855619399918/1.3.6.1.4.1.14519.5.2.1.6279.6001.182192086929819295877506541021	0.664062	0.664062	0.625	-172.10000610351562	-152.39999389648438	-236.4550018310547	512	512	481
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0406/1.3.6.1.4.1.14519.5.2.1.6279.6001.273873499396396267864941267496/1.3.6.1.4.1.14519.5.2.1.6279.6001.338104567770715523699587505022	0.585938	0.585938	0.625	-150.5	-150.0	-318.57501220703125	512	512	513
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0336/1.3.6.1.4.1.14519.5.2.1.6279.6001.207704304796252670284174280337/1.3.6.1.4.1.14519.5.2.1.6279.6001.194465340552956447447896167830	0.697266	0.697266	2.5	-163.89999389648438	-178.5	-332.5	512	512	129
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0610/1.3.6.1.4.1.14519.5.2.1.6279.6001.165089822985195173225904535454/1.3.6.1.4.1.14519.5.2.1.6279.6001.174692377730646477496286081479	0.703125	0.703125	2.0	-188.89999389648438	-185.6999969482422	-345.385009765625	512	512	163
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0792/1.3.6.1.4.1.14519.5.2.1.6279.6001.127299727722058129007613721740/1.3.6.1.4.1.14519.5.2.1.6279.6001.300392272203629213913702120739	0.654296875	0.654296875	1.0	-181.5	26.542909622192383	-661.5	512	512	411
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0617/1.3.6.1.4.1.14519.5.2.1.6279.6001.218334290952989306683953951600/1.3.6.1.4.1.14519.5.2.1.6279.6001.188619674701053082195613114069	0.662109375	0.662109375	1.0	-182.0305938720703	-25.82661247253418	-734.2999877929688	512	512	320
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0914/1.3.6.1.4.1.14519.5.2.1.6279.6001.146693794897525614810620472732/1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350	0.585938	0.585938	1.25	-168.10000610351562	-135.0	-342.5	512	512	261
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0603/1.3.6.1.4.1.14519.5.2.1.6279.6001.255164408713793479919842709505/1.3.6.1.4.1.14519.5.2.1.6279.6001.553241901808946577644850294647	0.679688	0.679688	2.5	-181.3000030517578	-174.0	-333.55999755859375	512	512	127
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0824/1.3.6.1.4.1.14519.5.2.1.6279.6001.164217405113124054884377740544/1.3.6.1.4.1.14519.5.2.1.6279.6001.146603910507557786636779705509	0.644531	0.644531	2.5	-149.89999389648438	-165.0	-334.1600036621094	512	512	132
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0279/1.3.6.1.4.1.14519.5.2.1.6279.6001.188613405999287070939761806990/1.3.6.1.4.1.14519.5.2.1.6279.6001.248360766706804179966476685510	0.742188	0.742188	2.5	-193.6999969482422	-190.0	-324.25	512	512	129
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0995/1.3.6.1.4.1.14519.5.2.1.6279.6001.111762382184501347501192294259/1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711	0.726562	0.726562	2.5	-195.39999389648438	-176.60000610351562	-360.5199890136719	512	512	124
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0204/1.3.6.1.4.1.14519.5.2.1.6279.6001.190578678221433604759795450204/1.3.6.1.4.1.14519.5.2.1.6279.6001.149041668385192796520281592139	0.703125	0.703125	2.5	-195.0	-180.0	-350.5	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0520/1.3.6.1.4.1.14519.5.2.1.6279.6001.314311311148468433820105763522/1.3.6.1.4.1.14519.5.2.1.6279.6001.222087811960706096424718056430	0.625	0.625	0.625	-169.39999389648438	-140.1999969482422	-297.5899963378906	512	512	484
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0276/1.3.6.1.4.1.14519.5.2.1.6279.6001.660741147026674947967595590708/1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305	0.703125	0.703125	2.5	-179.0	-180.0	-357.0	512	512	133
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0847/1.3.6.1.4.1.14519.5.2.1.6279.6001.901103510796290218917651903823/1.3.6.1.4.1.14519.5.2.1.6279.6001.237915456403882324748189195892	0.615234	0.615234	2.5	-165.3000030517578	-169.0	-304.3999938964844	512	512	122
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0530/1.3.6.1.4.1.14519.5.2.1.6279.6001.129896477022915871974945777250/1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603	0.585938	0.585938	2.0	-166.60000610351562	-150.0	-316.3450012207031	512	512	163
/media/philipp/qnap/LIDC/download/DOI/LIDC-IDRI-0361/1.3.6.1.4.1.14519.5.2.1.6279.6001.209507203998549585970049778342/1.3.6.1.4.1.14519.5.2.1.6279.6001.177888806135892723698313903329	0.664062	0.664062	1.25	-176.8000030517578	-148.0	-305.8900146484375	512	512	240
